Date	Price	Open	High	Low	Change %
20-Jun-16	7.496	7.525	7.525	7.496	-0.09
17-Jun-16	7.503	7.5	7.503	7.5	-0.04
16-Jun-16	7.506	7.506	7.506	7.506	-0.15
15-Jun-16	7.517	7.516	7.517	7.516	-0.03
14-Jun-16	7.519	7.538	7.538	7.519	-0.08
13-Jun-16	7.525	7.498	7.525	7.498	0.44
10-Jun-16	7.492	7.494	7.494	7.492	0.05
9-Jun-16	7.488	7.491	7.491	7.488	-0.01
8-Jun-16	7.489	7.485	7.489	7.485	0.08
7-Jun-16	7.483	7.48	7.483	7.48	0.13
6-Jun-16	7.473	7.473	7.473	7.473	-0.21
3-Jun-16	7.489	7.489	7.489	7.489	0.05
2-Jun-16	7.485	7.482	7.485	7.482	-0.04
1-Jun-16	7.488	7.489	7.489	7.488	0.23
31-May-16	7.471	7.469	7.471	7.469	0.13
30-May-16	7.461	7.46	7.461	7.46	-0.13
28-May-16	7.471	7.471	7.471	7.471	0
27-May-16	7.471	7.469	7.471	7.469	0
26-May-16	7.471	7.467	7.471	7.467	0.09
25-May-16	7.464	7.464	7.464	7.464	-0.03
24-May-16	7.466	7.463	7.466	7.463	0
23-May-16	7.466	7.47	7.47	7.466	-0.17
20-May-16	7.479	7.471	7.479	7.471	0.12
19-May-16	7.47	7.483	7.483	7.47	-0.08
18-May-16	7.476	7.467	7.476	7.467	0.3
17-May-16	7.454	7.458	7.458	7.454	0
16-May-16	7.454	7.457	7.457	7.454	0.05
13-May-16	7.45	7.45	7.45	7.45	0.36
12-May-16	7.423	7.425	7.425	7.423	-0.07
11-May-16	7.428	7.428	7.428	7.428	0
10-May-16	7.428	7.429	7.429	7.428	0.04
9-May-16	7.425	7.423	7.425	7.423	-0.13
6-May-16	7.435	7.431	7.435	7.431	0
5-May-16	7.435	7.429	7.435	7.429	0.04
4-May-16	7.432	7.435	7.435	7.432	-0.13
3-May-16	7.442	7.444	7.444	7.442	0.01
2-May-16	7.441	7.432	7.441	7.432	0.05
29-Apr-16	7.437	7.456	7.456	7.437	-0.08
28-Apr-16	7.443	7.444	7.444	7.443	-0.27
27-Apr-16	7.463	7.46	7.463	7.46	-0.12
26-Apr-16	7.472	7.491	7.491	7.472	0.03
25-Apr-16	7.47	7.445	7.47	7.445	0.19
22-Apr-16	7.456	7.463	7.463	7.456	-0.27
21-Apr-16	7.476	7.463	7.476	7.463	0.51
20-Apr-16	7.438	7.435	7.438	7.435	0.28
18-Apr-16	7.417	7.431	7.431	7.417	-0.27
13-Apr-16	7.437	7.419	7.437	7.419	0.27
12-Apr-16	7.417	7.404	7.417	7.404	-0.01
11-Apr-16	7.418	7.447	7.447	7.418	-0.42
7-Apr-16	7.449	7.456	7.456	7.449	-0.17
6-Apr-16	7.462	7.468	7.468	7.462	0
5-Apr-16	7.462	7.431	7.462	7.431	0.65
4-Apr-16	7.414	7.44	7.44	7.414	-0.66
31-Mar-16	7.463	7.46	7.463	7.46	-0.4
30-Mar-16	7.493	7.493	7.493	7.493	-0.28
29-Mar-16	7.514	7.5	7.514	7.5	0.19
28-Mar-16	7.5	7.507	7.507	7.5	-0.15
23-Mar-16	7.511	7.514	7.514	7.511	0.07
22-Mar-16	7.506	7.516	7.516	7.506	0
21-Mar-16	7.506	7.491	7.506	7.491	-0.19
18-Mar-16	7.52	7.526	7.526	7.52	0.01
17-Mar-16	7.519	7.55	7.55	7.519	-0.69
16-Mar-16	7.571	7.588	7.588	7.571	-0.12
15-Mar-16	7.58	7.579	7.58	7.579	-0.28
14-Mar-16	7.601	7.615	7.615	7.601	-0.37
11-Mar-16	7.629	7.635	7.635	7.629	-0.09
10-Mar-16	7.636	7.646	7.646	7.636	-0.21
9-Mar-16	7.652	7.658	7.658	7.652	0.16
8-Mar-16	7.64	7.626	7.64	7.626	0.04
4-Mar-16	7.637	7.66	7.66	7.637	-0.3
3-Mar-16	7.66	7.646	7.66	7.646	0.49
2-Mar-16	7.623	7.624	7.624	7.623	0.24
1-Mar-16	7.605	7.623	7.623	7.605	-0.28
29-Feb-16	7.626	7.662	7.662	7.626	-2.03
26-Feb-16	7.784	7.825	7.825	7.784	-1.03
25-Feb-16	7.865	7.83	7.865	7.83	0.49
24-Feb-16	7.827	7.815	7.827	7.815	0.06
23-Feb-16	7.822	7.792	7.822	7.792	0.63
22-Feb-16	7.773	7.769	7.773	7.769	0.44
18-Feb-16	7.739	7.779	7.779	7.739	-0.64
17-Feb-16	7.789	7.788	7.789	7.788	0.09
16-Feb-16	7.782	7.773	7.782	7.773	0.36
15-Feb-16	7.754	7.745	7.754	7.745	0.4
14-Feb-16	7.723	7.723	7.723	7.723	0
12-Feb-16	7.723	7.719	7.723	7.719	0.04
11-Feb-16	7.72	7.71	7.72	7.71	-0.04
10-Feb-16	7.723	7.716	7.723	7.716	-0.23
9-Feb-16	7.741	7.725	7.741	7.725	0.16
8-Feb-16	7.729	7.716	7.729	7.716	-1.19
5-Feb-16	7.822	7.812	7.822	7.812	-0.19
4-Feb-16	7.837	7.845	7.845	7.837	-0.19
3-Feb-16	7.852	7.862	7.862	7.852	0.04
2-Feb-16	7.849	7.831	7.849	7.831	0.73
1-Feb-16	7.792	7.78	7.792	7.78	0.12
29-Jan-16	7.783	7.789	7.789	7.783	-0.26
28-Jan-16	7.803	7.78	7.803	7.78	0.19
27-Jan-16	7.788	7.791	7.791	7.788	-0.23
25-Jan-16	7.806	7.788	7.806	7.788	0.35
22-Jan-16	7.779	7.754	7.779	7.754	0.4
21-Jan-16	7.748	7.744	7.748	7.744	-0.14
20-Jan-16	7.759	7.797	7.797	7.759	-0.27
19-Jan-16	7.78	7.786	7.786	7.78	-0.41
18-Jan-16	7.812	7.794	7.812	7.794	0.04
15-Jan-16	7.809	7.788	7.809	7.788	0.26
14-Jan-16	7.789	7.762	7.789	7.762	0.3
13-Jan-16	7.766	7.77	7.77	7.766	0.09
12-Jan-16	7.759	7.751	7.759	7.751	0.06
11-Jan-16	7.754	7.753	7.754	7.753	0.17
10-Jan-16	7.741	7.741	7.741	7.741	0
8-Jan-16	7.741	7.736	7.741	7.736	0.06
7-Jan-16	7.736	7.736	7.736	7.736	-0.03
6-Jan-16	7.738	7.748	7.748	7.738	-0.01
5-Jan-16	7.739	7.726	7.739	7.726	0.21
4-Jan-16	7.723	7.736	7.736	7.723	-0.12
1-Jan-16	7.732	7.758	7.758	7.732	-0.34
31-Dec-15	7.758	7.756	7.758	7.756	0.1
30-Dec-15	7.75	7.755	7.755	7.75	-0.1
29-Dec-15	7.758	7.765	7.765	7.758	-0.04
28-Dec-15	7.761	7.732	7.761	7.732	0.15
23-Dec-15	7.749	7.755	7.755	7.749	-0.14
22-Dec-15	7.76	7.785	7.785	7.76	-0.15
21-Dec-15	7.772	7.747	7.772	7.747	0.57
18-Dec-15	7.728	7.722	7.728	7.722	0.23
17-Dec-15	7.71	7.726	7.726	7.71	-0.37
16-Dec-15	7.739	7.758	7.758	7.739	-0.62
15-Dec-15	7.787	7.807	7.807	7.787	-0.37
14-Dec-15	7.816	7.781	7.816	7.781	0.55
11-Dec-15	7.773	7.795	7.795	7.773	-0.09
10-Dec-15	7.78	7.774	7.78	7.774	0.03
9-Dec-15	7.778	7.781	7.781	7.778	-0.22
8-Dec-15	7.795	7.775	7.795	7.775	0.52
7-Dec-15	7.755	7.742	7.755	7.742	-0.05
4-Dec-15	7.759	7.744	7.759	7.744	0.58
3-Dec-15	7.714	7.704	7.714	7.704	-0.32
2-Dec-15	7.739	7.709	7.739	7.709	0.25
1-Dec-15	7.72	7.757	7.757	7.72	-0.85
30-Nov-15	7.786	7.775	7.786	7.775	0.26
27-Nov-15	7.766	7.727	7.766	7.727	0.6
26-Nov-15	7.72	7.712	7.72	7.712	0.23
24-Nov-15	7.702	7.717	7.717	7.702	-0.23
23-Nov-15	7.72	7.711	7.72	7.711	0.3
22-Nov-15	7.697	7.697	7.697	7.697	0
20-Nov-15	7.697	7.697	7.697	7.697	0.31
19-Nov-15	7.673	7.666	7.673	7.666	-0.12
18-Nov-15	7.682	7.681	7.682	7.681	0.16
17-Nov-15	7.67	7.67	7.67	7.67	0.21
16-Nov-15	7.654	7.654	7.654	7.654	0.04
13-Nov-15	7.651	7.651	7.651	7.651	-0.42
10-Nov-15	7.683	7.683	7.683	7.683	-0.57
9-Nov-15	7.727	7.727	7.727	7.727	0.53
6-Nov-15	7.686	7.686	7.686	7.686	0.08
5-Nov-15	7.68	7.68	7.68	7.68	0.35
4-Nov-15	7.653	7.653	7.653	7.653	0.08
3-Nov-15	7.647	7.647	7.647	7.647	0.24
2-Nov-15	7.629	7.629	7.629	7.629	-0.16
30-Oct-15	7.641	7.641	7.641	7.641	0.16
29-Oct-15	7.629	7.629	7.629	7.629	0.46
28-Oct-15	7.594	7.594	7.594	7.594	-0.13
27-Oct-15	7.604	7.604	7.604	7.604	-0.09
26-Oct-15	7.611	7.611	7.611	7.611	0.33
23-Oct-15	7.586	7.586	7.586	7.586	0
21-Oct-15	7.586	7.586	7.586	7.586	0.09
20-Oct-15	7.579	7.579	7.579	7.579	0.08
19-Oct-15	7.573	7.573	7.573	7.573	0.11
18-Oct-15	7.565	7.565	7.565	7.565	0
16-Oct-15	7.565	7.565	7.565	7.565	0.21
15-Oct-15	7.549	7.549	7.549	7.549	-0.07
14-Oct-15	7.554	7.554	7.554	7.554	-0.09
13-Oct-15	7.561	7.561	7.561	7.561	-0.25
12-Oct-15	7.58	7.58	7.58	7.58	0.46
9-Oct-15	7.545	7.545	7.545	7.545	0.12
8-Oct-15	7.536	7.536	7.536	7.536	-0.08
7-Oct-15	7.542	7.542	7.542	7.542	0.17
6-Oct-15	7.529	7.529	7.529	7.529	0.2
5-Oct-15	7.514	7.514	7.514	7.514	-0.65
3-Oct-15	7.563	7.563	7.563	7.563	0
1-Oct-15	7.563	7.563	7.563	7.563	0.29
30-Sep-15	7.541	7.541	7.541	7.541	-0.92
29-Sep-15	7.611	7.611	7.611	7.611	-1.5
28-Sep-15	7.727	7.727	7.727	7.727	0.14
27-Sep-15	7.716	7.716	7.716	7.716	0
24-Sep-15	7.716	7.716	7.716	7.716	0
23-Sep-15	7.716	7.716	7.716	7.716	0
22-Sep-15	7.716	7.716	7.716	7.716	0.16
21-Sep-15	7.704	7.704	7.704	7.704	0.08
18-Sep-15	7.698	7.698	7.698	7.698	-0.75
16-Sep-15	7.756	7.756	7.756	7.756	-0.04
15-Sep-15	7.759	7.759	7.759	7.759	0.05
14-Sep-15	7.755	7.755	7.755	7.755	-0.22
11-Sep-15	7.772	7.772	7.772	7.772	0
10-Sep-15	7.772	7.772	7.772	7.772	0.08
9-Sep-15	7.766	7.766	7.766	7.766	-0.08
8-Sep-15	7.772	7.772	7.772	7.772	-0.37
7-Sep-15	7.801	7.801	7.801	7.801	0.61
4-Sep-15	7.754	7.754	7.754	7.754	0.09
3-Sep-15	7.747	7.747	7.747	7.747	-0.05
2-Sep-15	7.751	7.751	7.751	7.751	0
1-Sep-15	7.751	7.751	7.751	7.751	-0.46
31-Aug-15	7.787	7.787	7.787	7.787	0.13
28-Aug-15	7.777	7.777	7.777	7.777	0.1
27-Aug-15	7.769	7.769	7.769	7.769	-0.31
26-Aug-15	7.793	7.793	7.793	7.793	-0.27
25-Aug-15	7.814	7.814	7.814	7.814	-1
24-Aug-15	7.893	7.893	7.893	7.893	1.37
21-Aug-15	7.786	7.786	7.786	7.786	0.49
20-Aug-15	7.748	7.748	7.748	7.748	0.1
19-Aug-15	7.74	7.74	7.74	7.74	-0.06
17-Aug-15	7.745	7.745	7.745	7.745	0
14-Aug-15	7.745	7.745	7.745	7.745	0.01
13-Aug-15	7.744	7.744	7.744	7.744	-0.67
12-Aug-15	7.796	7.796	7.796	7.796	0
11-Aug-15	7.796	7.796	7.796	7.796	0.06
10-Aug-15	7.791	7.791	7.791	7.791	-0.23
7-Aug-15	7.809	7.809	7.809	7.809	0.04
6-Aug-15	7.806	7.806	7.806	7.806	-0.42
5-Aug-15	7.839	7.839	7.839	7.839	-0.01
4-Aug-15	7.84	7.84	7.84	7.84	0.35
3-Aug-15	7.813	7.813	7.813	7.813	0.06
31-Jul-15	7.808	7.808	7.808	7.808	-0.2
30-Jul-15	7.824	7.824	7.824	7.824	0.15
29-Jul-15	7.812	7.812	7.812	7.812	0.08
28-Jul-15	7.806	7.806	7.806	7.806	-0.32
27-Jul-15	7.831	7.831	7.831	7.831	0.08
24-Jul-15	7.825	7.825	7.825	7.825	0.26
23-Jul-15	7.805	7.805	7.805	7.805	-0.29
22-Jul-15	7.828	7.828	7.828	7.828	-0.11
21-Jul-15	7.837	7.837	7.837	7.837	-0.08
20-Jul-15	7.843	7.843	7.843	7.843	0.15
18-Jul-15	7.831	7.831	7.831	7.831	0
17-Jul-15	7.831	7.831	7.831	7.831	-0.15
16-Jul-15	7.843	7.843	7.843	7.843	0.04
15-Jul-15	7.84	7.84	7.84	7.84	0.17
14-Jul-15	7.827	7.827	7.827	7.827	-0.56
13-Jul-15	7.871	7.871	7.871	7.871	0.83
10-Jul-15	7.806	7.806	7.806	7.806	0.18
9-Jul-15	7.792	7.792	7.792	7.792	0.14
8-Jul-15	7.781	7.781	7.781	7.781	-0.04
7-Jul-15	7.784	7.784	7.784	7.784	0.4
6-Jul-15	7.753	7.753	7.753	7.753	-0.63
3-Jul-15	7.802	7.802	7.802	7.802	-0.13
2-Jul-15	7.812	7.812	7.812	7.812	-0.08
1-Jul-15	7.818	7.818	7.818	7.818	-0.53
30-Jun-15	7.86	7.86	7.86	7.86	-0.39
29-Jun-15	7.891	7.891	7.891	7.891	0.46
26-Jun-15	7.855	7.855	7.855	7.855	0.4
25-Jun-15	7.824	7.824	7.824	7.824	0.29
24-Jun-15	7.801	7.801	7.801	7.801	0.71
23-Jun-15	7.746	7.746	7.746	7.746	0.14
22-Jun-15	7.735	7.735	7.735	7.735	0.32
19-Jun-15	7.71	7.71	7.71	7.71	-0.66
18-Jun-15	7.761	7.761	7.761	7.761	-1.15
17-Jun-15	7.851	7.851	7.851	7.851	-0.43
16-Jun-15	7.885	7.885	7.885	7.885	0.23
15-Jun-15	7.867	7.867	7.867	7.867	-0.3
12-Jun-15	7.891	7.891	7.891	7.891	0.17
11-Jun-15	7.878	7.878	7.878	7.878	0.66
10-Jun-15	7.826	7.826	7.826	7.826	0.48
9-Jun-15	7.789	7.789	7.789	7.789	-0.15
8-Jun-15	7.801	7.801	7.801	7.801	-2.28
7-Jun-15	7.983	7.983	7.983	7.983	0
5-Jun-15	7.983	7.983	7.983	7.983	-0.35
4-Jun-15	8.011	8.011	8.011	8.011	0.69
3-Jun-15	7.956	7.956	7.956	7.956	0.29
2-Jun-15	7.933	7.933	7.933	7.933	1.42
1-Jun-15	7.822	7.822	7.822	7.822	0.08
30-May-15	7.816	7.816	7.816	7.816	0
29-May-15	7.816	7.816	7.816	7.816	-0.51
28-May-15	7.856	7.856	7.856	7.856	-0.15
27-May-15	7.868	7.868	7.868	7.868	-0.3
26-May-15	7.892	7.892	7.892	7.892	0.34
25-May-15	7.865	7.865	7.865	7.865	0.08
22-May-15	7.859	7.859	7.859	7.859	-0.22
21-May-15	7.876	7.876	7.876	7.876	0.23
20-May-15	7.858	7.858	7.858	7.858	-0.06
19-May-15	7.863	7.863	7.863	7.863	-0.48
18-May-15	7.901	7.901	7.901	7.901	-0.55
15-May-15	7.945	7.945	7.945	7.945	0.09
14-May-15	7.938	7.938	7.938	7.938	-0.24
13-May-15	7.957	7.957	7.957	7.957	0.09
12-May-15	7.95	7.95	7.95	7.95	0.77
11-May-15	7.889	7.889	7.889	7.889	-1.15
8-May-15	7.981	7.981	7.981	7.981	-0.18
7-May-15	7.995	7.995	7.995	7.995	1.32
6-May-15	7.891	7.891	7.891	7.891	0.5
5-May-15	7.852	7.852	7.852	7.852	-0.1
30-Apr-15	7.86	7.86	7.86	7.86	0.61
29-Apr-15	7.812	7.812	7.812	7.812	0.59
28-Apr-15	7.766	7.766	7.766	7.766	-0.17
27-Apr-15	7.779	7.779	7.779	7.779	-0.12
24-Apr-15	7.788	7.788	7.788	7.788	0.37
23-Apr-15	7.759	7.759	7.759	7.759	0.08
22-Apr-15	7.753	7.753	7.753	7.753	-0.33
21-Apr-15	7.779	7.779	7.779	7.779	-0.21
20-Apr-15	7.795	7.795	7.795	7.795	0.04
17-Apr-15	7.792	7.792	7.792	7.792	-0.1
16-Apr-15	7.8	7.8	7.8	7.8	0.21
15-Apr-15	7.784	7.784	7.784	7.784	-0.19
13-Apr-15	7.799	7.799	7.799	7.799	-0.03
10-Apr-15	7.801	7.801	7.801	7.801	0.32
9-Apr-15	7.776	7.776	7.776	7.776	-0.15
8-Apr-15	7.788	7.788	7.788	7.788	-0.01
7-Apr-15	7.789	7.789	7.789	7.789	0.85
6-Apr-15	7.723	7.723	7.723	7.723	-0.17
31-Mar-15	7.736	7.736	7.736	7.736	-0.33
30-Mar-15	7.762	7.762	7.762	7.762	-0.19
27-Mar-15	7.777	7.777	7.777	7.777	-0.27
26-Mar-15	7.798	7.798	7.798	7.798	0.36
25-Mar-15	7.77	7.77	7.77	7.77	0.26
24-Mar-15	7.75	7.75	7.75	7.75	-0.04
23-Mar-15	7.753	7.753	7.753	7.753	0.08
20-Mar-15	7.747	7.747	7.747	7.747	-0.12
19-Mar-15	7.756	7.756	7.756	7.756	-0.49
18-Mar-15	7.794	7.794	7.794	7.794	0.12
17-Mar-15	7.785	7.785	7.785	7.785	-0.27
16-Mar-15	7.806	7.806	7.806	7.806	0.09
13-Mar-15	7.799	7.799	7.799	7.799	1
12-Mar-15	7.722	7.722	7.722	7.722	-0.5
11-Mar-15	7.761	7.761	7.761	7.761	0.14
10-Mar-15	7.75	7.75	7.75	7.75	0.14
9-Mar-15	7.739	7.739	7.739	7.739	0.4
5-Mar-15	7.708	7.708	7.708	7.708	0.3
4-Mar-15	7.685	7.685	7.685	7.685	-0.92
3-Mar-15	7.756	7.756	7.756	7.756	0.13
2-Mar-15	7.746	7.746	7.746	7.746	0.23
27-Feb-15	7.728	7.728	7.728	7.728	-0.16
26-Feb-15	7.74	7.74	7.74	7.74	0.44
25-Feb-15	7.706	7.706	7.706	7.706	-0.16
24-Feb-15	7.718	7.718	7.718	7.718	0.17
23-Feb-15	7.705	7.705	7.705	7.705	0.13
20-Feb-15	7.695	7.695	7.695	7.695	-0.19
19-Feb-15	7.71	7.71	7.71	7.71	0
18-Feb-15	7.71	7.71	7.71	7.71	0.01
16-Feb-15	7.709	7.709	7.709	7.709	0.16
13-Feb-15	7.697	7.697	7.697	7.697	-0.59
12-Feb-15	7.743	7.743	7.743	7.743	0.13
11-Feb-15	7.733	7.733	7.733	7.733	0.05
10-Feb-15	7.729	7.729	7.729	7.729	0.04
9-Feb-15	7.726	7.726	7.726	7.726	0.31
6-Feb-15	7.702	7.702	7.702	7.702	0
5-Feb-15	7.702	7.702	7.702	7.702	-0.23
4-Feb-15	7.72	7.72	7.72	7.72	-0.08
3-Feb-15	7.726	7.726	7.726	7.726	0.97
2-Feb-15	7.652	7.652	7.652	7.652	-0.53
1-Feb-15	7.693	7.693	7.693	7.693	0
30-Jan-15	7.693	7.693	7.693	7.693	-0.25
29-Jan-15	7.712	7.712	7.712	7.712	0.06
28-Jan-15	7.707	7.707	7.707	7.707	0.03
27-Jan-15	7.705	7.705	7.705	7.705	0
23-Jan-15	7.705	7.705	7.705	7.705	-0.1
22-Jan-15	7.713	7.713	7.713	7.713	0.29
21-Jan-15	7.691	7.691	7.691	7.691	-0.44
20-Jan-15	7.725	7.725	7.725	7.725	-0.01
19-Jan-15	7.726	7.726	7.726	7.726	0.26
16-Jan-15	7.706	7.706	7.706	7.706	0.13
15-Jan-15	7.696	7.696	7.696	7.696	-1.02
14-Jan-15	7.775	7.775	7.775	7.775	0.05
13-Jan-15	7.771	7.771	7.771	7.771	-0.5
12-Jan-15	7.81	7.81	7.81	7.81	-0.46
9-Jan-15	7.846	7.846	7.846	7.846	-0.24
8-Jan-15	7.865	7.865	7.865	7.865	0.08
7-Jan-15	7.859	7.859	7.859	7.859	-0.54
6-Jan-15	7.902	7.902	7.902	7.902	0.13
5-Jan-15	7.892	7.892	7.892	7.892	0.23
2-Jan-15	7.874	7.874	7.874	7.874	-0.11
1-Jan-15	7.883	7.883	7.883	7.883	0.33
31-Dec-14	7.857	7.857	7.857	7.857	-0.2
30-Dec-14	7.873	7.873	7.873	7.873	-0.71
29-Dec-14	7.929	7.929	7.929	7.929	-0.65
28-Dec-14	7.981	7.981	7.981	7.981	0
26-Dec-14	7.981	7.981	7.981	7.981	0.24
24-Dec-14	7.962	7.962	7.962	7.962	0.5
23-Dec-14	7.922	7.922	7.922	7.922	-0.44
22-Dec-14	7.957	7.957	7.957	7.957	-0.06
19-Dec-14	7.962	7.962	7.962	7.962	0.39
18-Dec-14	7.931	7.931	7.931	7.931	-0.51
17-Dec-14	7.972	7.972	7.972	7.972	-0.21
16-Dec-14	7.989	7.989	7.989	7.989	1.97
15-Dec-14	7.835	7.835	7.835	7.835	0.05
14-Dec-14	7.831	7.831	7.831	7.831	0
12-Dec-14	7.831	7.831	7.831	7.831	-0.44
11-Dec-14	7.866	7.866	7.866	7.866	-0.53
10-Dec-14	7.908	7.908	7.908	7.908	0.08
9-Dec-14	7.902	7.902	7.902	7.902	-0.23
8-Dec-14	7.92	7.92	7.92	7.92	-0.24
5-Dec-14	7.939	7.939	7.939	7.939	-0.38
4-Dec-14	7.969	7.969	7.969	7.969	-0.05
3-Dec-14	7.973	7.973	7.973	7.973	0.05
2-Dec-14	7.969	7.969	7.969	7.969	-1.14
1-Dec-14	8.061	8.061	8.061	8.061	-0.32
30-Nov-14	8.087	8.087	8.087	8.087	0
28-Nov-14	8.087	8.087	8.087	8.087	-0.72
27-Nov-14	8.146	8.146	8.146	8.146	0.02
26-Nov-14	8.144	8.144	8.144	8.144	-0.18
25-Nov-14	8.159	8.159	8.159	8.159	-0.06
24-Nov-14	8.164	8.164	8.164	8.164	-0.09
21-Nov-14	8.171	8.171	8.171	8.171	0.18
20-Nov-14	8.156	8.156	8.156	8.156	-0.1
19-Nov-14	8.164	8.164	8.164	8.164	0.11
18-Nov-14	8.155	8.155	8.155	8.155	-0.35
17-Nov-14	8.184	8.184	8.184	8.184	-0.45
16-Nov-14	8.221	8.221	8.221	8.221	0
14-Nov-14	8.221	8.221	8.221	8.221	-0.06
13-Nov-14	8.226	8.226	8.226	8.226	0.85
12-Nov-14	8.157	8.157	8.157	8.157	-0.38
11-Nov-14	8.188	8.188	8.188	8.188	0.12
10-Nov-14	8.178	8.178	8.178	8.178	-0.4
7-Nov-14	8.211	8.211	8.211	8.211	0.22
5-Nov-14	8.193	8.193	8.193	8.193	-0.84
3-Nov-14	8.262	8.262	8.262	8.262	-0.18
31-Oct-14	8.277	8.277	8.277	8.277	-0.13
30-Oct-14	8.288	8.288	8.288	8.288	-0.37
29-Oct-14	8.319	8.319	8.319	8.319	-0.06
28-Oct-14	8.324	8.324	8.324	8.324	0.06
27-Oct-14	8.319	8.319	8.319	8.319	-0.48
22-Oct-14	8.359	8.359	8.359	8.359	-0.16
21-Oct-14	8.372	8.372	8.372	8.372	0.14
20-Oct-14	8.36	8.36	8.36	8.36	-0.37
17-Oct-14	8.391	8.391	8.391	8.391	0.25
16-Oct-14	8.37	8.37	8.37	8.37	-0.33
15-Oct-14	8.398	8.398	8.398	8.398	0
